what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1428226557477
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1428226557477
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1428226557493
os,sysinfo,,,"win32",1428226557493
arch,sysinfo,,,"x86_64",1428226557493
ws,sysinfo,,,"win32",1428226557493
locale,sysinfo,,,"en_GB",1428226557493
processors,sysinfo,,,"4",1428226557493
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1428226557493
java.runtime.version,sysinfo,,,"1.7.0_25-b17",1428226557493
java.specification.name,sysinfo,,,"Java Platform API Specification",1428226557493
java.specification.vendor,sysinfo,,,"Oracle Corporation",1428226557493
java.specification.version,sysinfo,,,"1.7",1428226557493
java.vendor,sysinfo,,,"Oracle Corporation",1428226557493
java.version,sysinfo,,,"1.7.0_25",1428226557493
java.vm.info,sysinfo,,,"mixed mode",1428226557493
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1428226557493
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1428226557493
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1428226557493
java.vm.specification.version,sysinfo,,,"1.7",1428226557493
java.vm.vendor,sysinfo,,,"Oracle Corporation",1428226557493
java.vm.version,sysinfo,,,"23.25-b01",1428226557493
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1428226557555
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1428226557571
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1428226557633
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1428226557680
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1428226558055
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1428226558335
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1428226558757
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1428226559084
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1428226559599
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1428226559942
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1428226560130
error,log,,,"DDMS files not found: C:\\Users\\Luana\\Desktop\\Eclipse\\eclipse\\platform-tools\\adb.exe C:\\Users\\Luana\\Desktop\\Eclipse\\eclipse\\tools\\hprof-conv.exe C:\\Users\\Luana\\Desktop\\Eclipse\\eclipse\\tools\\traceview.bat ",1428226560286
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1428226560332
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1428226563702
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1428226616492
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1428226616586
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1428226618115
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1428226618177
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1428226619831
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428226628879
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428226649782
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1428226652242
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1428226654811
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1428226670737
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1428226671050
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428226680520
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1428226691902
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1428226691987
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428226692897
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1428226693325
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1428226693405
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1428226695920
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428226716587
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428226718368
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1428226721990
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428226731220
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428226812100
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1428226812120
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428226813840
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428226840462
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428226850960
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428226858142
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428226866681
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428226870031
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1428226871156
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1428226879906
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1428226880210
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1428226887885
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1428226900216
