what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428227768582
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428227774192
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428227787944
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428227788340
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428227815016
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1428227815055
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1428227817794
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1428227818254
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.TaskList",1428227821928
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.TaskList",1428227821968
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1428227823009
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1428227823682
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1428227826116
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1428227826336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428227858065
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428227883991
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1428227884051
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1428227885451
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428227888131
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428227890301
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428227891301
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428227922125
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1428227922145
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1428227922865
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1428227924495
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1428227924675
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1428227925285
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428227935335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428227935475
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1428227945329
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1428227945899
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1428227947699
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1428227949389
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1428227956169
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428227962669
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1428227962699
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428227970329
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1428227989979
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1428228008049
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228011979
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228167049
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228169149
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228179459
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1428228179489
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1428228180209
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1428228184091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228186361
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228194193
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1428228194213
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1428228194823
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1428228202853
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228214055
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228222667
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1428228222697
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1428228223377
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228245127
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228245267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228250697
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228250777
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1428228259177
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228262177
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228262207
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228263797
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228311967
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1428228311997
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228337179
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228342399
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1428228342439
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1428228344659
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1428228344689
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1428228452072
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1428228452092
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1428228458082
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228462964
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228480884
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1428228480914
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1428228483144
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1428228483934
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1428228485804
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1428228488934
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228495354
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1428228512624
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1428228512654
